run_id,submit_time,rel_date,cr_count,cfd_count,npi_count,reserved_time,completed_time,tests_run
5416,5/18/23 8:38,06/15/23,68,11,15,5/21/23 9:44,5/21/23 10:21,"['script1', 'script10', 'script6', 'script9', 'script4', 'script10', 'script5', 'script10', 'script4', 'script10', 'script7', 'script3', 'script3', 'script2', 'script7', 'script6', 'script6', 'script3', 'script4', 'script3']"
5417,10/25/23 6:22,01/15/24,86,15,10,10/29/23 14:42,10/29/23 16:05,"['script9', 'script10', 'script6', 'script3', 'script7', 'script8', 'script5', 'script4', 'script7', 'script10', 'script9', 'script8', 'script3', 'script9', 'script1', 'script8', 'script3', 'script5', 'script8', 'script1']"
5418,5/1/23 11:51,06/15/23,110,12,14,5/3/23 15:04,5/3/23 15:54,"['script5', 'script10', 'script2', 'script7', 'script8', 'script1', 'script1', 'script6', 'script4', 'script2', 'script2', 'script5', 'script9', 'script3']"
5419,3/18/23 5:32,06/15/23,36,14,12,3/21/23 15:31,3/21/23 16:43,"['script6', 'script2', 'script8', 'script5', 'script4', 'script9', 'script7', 'script10', 'script4', 'script8', 'script7', 'script10', 'script3', 'script6', 'script9']"
5420,7/29/23 1:38,01/15/24,21,13,14,8/3/23 10:37,8/3/23 11:33,"['script5', 'script8', 'script8', 'script4', 'script3', 'script10', 'script7', 'script5', 'script4', 'script10', 'script9', 'script7', 'script9', 'script5', 'script3', 'script2', 'script10', 'script8', 'script1', 'script6', 'script7', 'script9', 'script9', 'script3', 'script10', 'script4', 'script2', 'script2', 'script6', 'script10', 'script4', 'script5', 'script3', 'script6']"
5421,9/8/23 9:31,01/15/24,51,12,15,9/11/23 9:52,9/11/23 10:22,"['script3', 'script10', 'script3', 'script6', 'script10', 'script2', 'script7', 'script5', 'script6', 'script4', 'script6', 'script1', 'script7', 'script5']"
5422,7/16/23 11:01,01/15/24,55,11,15,7/19/23 16:15,7/19/23 17:17,"['script3', 'script7', 'script9', 'script9', 'script7', 'script10', 'script2', 'script7', 'script7', 'script2', 'script4', 'script2', 'script5', 'script8', 'script8', 'script5', 'script9', 'script10', 'script8', 'script7', 'script8', 'script3', 'script10']"
5423,5/21/23 8:05,06/15/23,41,13,12,5/25/23 11:11,5/25/23 13:05,"['script6', 'script6', 'script4', 'script5', 'script10', 'script10', 'script4', 'script10', 'script6', 'script9', 'script6', 'script7', 'script4', 'script1', 'script2', 'script3', 'script3', 'script5', 'script3', 'script1', 'script1', 'script10', 'script10', 'script4']"
5424,9/18/23 4:04,01/15/24,45,14,13,9/25/23 14:46,9/25/23 16:04,"['script8', 'script4', 'script2', 'script10', 'script6', 'script8', 'script9', 'script7', 'script6', 'script2', 'script3', 'script7', 'script8', 'script8', 'script8', 'script10', 'script5', 'script2', 'script5', 'script1', 'script7', 'script3', 'script8', 'script4', 'script10', 'script6', 'script6', 'script10', 'script4', 'script5', 'script9', 'script9', 'script10', 'script8', 'script5', 'script8', 'script7', 'script5']"
5425,4/2/23 13:48,06/15/23,45,15,14,4/9/23 14:15,4/9/23 15:41,"['script9', 'script10', 'script10', 'script3', 'script8', 'script2', 'script6', 'script4', 'script9', 'script2', 'script5', 'script10', 'script3', 'script10', 'script9', 'script3', 'script10', 'script10', 'script10', 'script2', 'script4', 'script7', 'script6', 'script10', 'script6', 'script10', 'script4', 'script8', 'script7', 'script1', 'script4', 'script4', 'script6', 'script10', 'script1', 'script5', 'script8', 'script8', 'script8', 'script1', 'script3']"
5426,8/5/23 19:38,01/15/24,74,11,11,8/12/23 14:19,8/12/23 15:38,"['script6', 'script5', 'script1', 'script4', 'script7', 'script5', 'script9', 'script8', 'script9', 'script7', 'script10', 'script1', 'script10', 'script10', 'script1', 'script5', 'script7', 'script9', 'script5', 'script8', 'script1', 'script5', 'script1', 'script9', 'script7', 'script9', 'script1', 'script9', 'script1', 'script7', 'script7', 'script4', 'script4', 'script4', 'script8', 'script6', 'script7', 'script6', 'script2']"
5427,3/22/23 8:30,06/15/23,65,15,15,3/25/23 10:49,3/25/23 12:41,"['script4', 'script7', 'script8', 'script6', 'script3', 'script8', 'script2', 'script3', 'script4', 'script6', 'script6', 'script9', 'script1', 'script4', 'script7', 'script8', 'script8', 'script4', 'script1', 'script3', 'script4', 'script7', 'script5', 'script9', 'script2']"
5428,5/17/23 13:19,06/15/23,37,13,15,5/21/23 11:52,5/21/23 13:32,"['script4', 'script4', 'script7', 'script2', 'script6', 'script1', 'script3', 'script2', 'script8', 'script4', 'script7', 'script9', 'script5', 'script9', 'script9', 'script8', 'script8', 'script7', 'script4', 'script4', 'script8', 'script9', 'script4', 'script8', 'script9', 'script3', 'script1', 'script10']"
5429,7/21/23 8:46,01/15/24,21,11,13,7/27/23 12:01,7/27/23 12:36,"['script5', 'script5', 'script1', 'script3', 'script8', 'script8', 'script6', 'script7', 'script3', 'script1', 'script4', 'script3', 'script3', 'script3', 'script6', 'script8', 'script8', 'script10', 'script9', 'script3', 'script8', 'script2', 'script4', 'script4', 'script2', 'script6', 'script6', 'script1', 'script3', 'script5', 'script6', 'script9', 'script6', 'script8', 'script9', 'script9']"
5430,9/8/23 12:53,01/15/24,31,12,15,9/15/23 12:49,9/15/23 14:44,"['script7', 'script2', 'script1', 'script6', 'script6', 'script1', 'script9', 'script1', 'script9', 'script2', 'script3', 'script3', 'script1', 'script4', 'script1', 'script1', 'script2', 'script7', 'script8', 'script6', 'script3', 'script3', 'script3', 'script7', 'script8', 'script9', 'script7', 'script1', 'script4', 'script1', 'script6', 'script7', 'script8', 'script3', 'script10', 'script1', 'script6']"
5431,6/1/23 0:06,06/15/23,91,15,13,6/6/23 12:02,6/6/23 13:21,"['script10', 'script2', 'script9', 'script9', 'script6', 'script7', 'script10', 'script9', 'script10', 'script8', 'script8', 'script1', 'script5', 'script2', 'script5', 'script6', 'script1', 'script4', 'script7', 'script4', 'script10', 'script3', 'script1', 'script2', 'script9', 'script5', 'script5', 'script7', 'script4']"
5432,5/8/23 16:57,06/15/23,29,13,11,5/10/23 15:52,5/10/23 17:15,"['script7', 'script3', 'script7', 'script5', 'script6', 'script3', 'script7', 'script9', 'script4', 'script6', 'script1', 'script2', 'script8', 'script5', 'script3', 'script4', 'script1']"
5433,3/5/23 7:03,06/15/23,38,14,11,3/8/23 8:06,3/8/23 9:20,"['script9', 'script1', 'script5', 'script3', 'script5', 'script6', 'script2', 'script10', 'script2', 'script5', 'script7', 'script1', 'script9', 'script7', 'script1', 'script3', 'script9', 'script10', 'script9']"
5434,8/22/23 2:04,01/15/24,23,12,14,8/24/23 13:01,8/24/23 14:34,"['script5', 'script2', 'script2', 'script7', 'script8', 'script4', 'script2', 'script3', 'script10', 'script1', 'script7', 'script2', 'script9', 'script2', 'script6', 'script8', 'script4']"
5435,9/17/23 0:18,01/15/24,88,15,11,9/22/23 14:23,9/22/23 16:19,"['script8', 'script10', 'script6', 'script1', 'script6', 'script7', 'script3', 'script7', 'script1', 'script7', 'script9', 'script5', 'script10', 'script5', 'script5', 'script10', 'script6', 'script2', 'script4', 'script4', 'script6', 'script4', 'script3', 'script6', 'script2', 'script3', 'script10', 'script4', 'script1', 'script10', 'script7', 'script4', 'script2', 'script6']"
5436,4/28/23 10:49,06/15/23,70,13,10,5/1/23 13:19,5/1/23 14:25,"['script2', 'script10', 'script4', 'script5', 'script3', 'script9', 'script9', 'script3', 'script5', 'script9', 'script3', 'script5', 'script5', 'script7', 'script6', 'script8', 'script8', 'script10', 'script3', 'script1']"
5437,7/1/23 23:00,01/15/24,30,10,15,7/8/23 12:56,7/8/23 14:37,"['script8', 'script6', 'script8', 'script5', 'script7', 'script7', 'script10', 'script1', 'script9', 'script3', 'script1', 'script9', 'script5', 'script7', 'script8', 'script7', 'script3', 'script10', 'script1', 'script7', 'script1', 'script5', 'script5', 'script3', 'script8', 'script5', 'script1', 'script4', 'script1', 'script5', 'script6', 'script8', 'script2', 'script3']"
5438,8/3/23 2:47,01/15/24,110,12,12,8/4/23 13:21,8/4/23 14:45,"['script4', 'script3', 'script7', 'script4', 'script3', 'script8', 'script3']"
5439,2/6/23 1:44,06/15/23,17,15,11,2/11/23 11:49,2/11/23 12:24,"['script3', 'script7', 'script2', 'script4', 'script10', 'script1', 'script1', 'script9', 'script8', 'script3', 'script10', 'script6', 'script10', 'script3', 'script9', 'script5', 'script5', 'script9', 'script8', 'script1', 'script6', 'script3', 'script1', 'script1', 'script4', 'script5', 'script7', 'script3', 'script7', 'script1', 'script8', 'script2', 'script3', 'script3']"
5440,7/26/23 3:35,01/15/24,90,11,13,7/31/23 10:41,7/31/23 12:32,"['script7', 'script10', 'script9', 'script6', 'script2', 'script3', 'script2', 'script1', 'script6', 'script9', 'script8', 'script1', 'script1', 'script1', 'script9', 'script7', 'script7', 'script2', 'script9', 'script6', 'script6', 'script9', 'script1', 'script1', 'script10', 'script4']"
5441,8/27/23 19:56,01/15/24,65,12,11,8/29/23 16:52,8/29/23 17:42,"['script5', 'script9', 'script10', 'script4', 'script3', 'script4', 'script3', 'script4', 'script8', 'script10']"
5442,4/22/23 11:13,06/15/23,63,14,10,4/27/23 8:40,4/27/23 9:25,"['script5', 'script8', 'script9', 'script5', 'script2', 'script4', 'script1', 'script8', 'script6', 'script6', 'script10', 'script7', 'script7', 'script1', 'script7', 'script4', 'script8', 'script9', 'script10', 'script10', 'script7', 'script4', 'script10', 'script5', 'script3', 'script10', 'script9']"
5443,7/22/23 23:26,01/15/24,58,12,13,7/29/23 9:43,7/29/23 11:14,"['script1', 'script10', 'script4', 'script1', 'script2', 'script10', 'script8', 'script1', 'script10', 'script5', 'script8', 'script1', 'script4', 'script8', 'script5', 'script5', 'script4', 'script5', 'script1', 'script8', 'script3', 'script2', 'script1', 'script6', 'script6', 'script4', 'script2', 'script4', 'script7', 'script8', 'script7', 'script8', 'script9', 'script1', 'script5', 'script10']"
5444,3/17/23 18:56,06/15/23,65,15,10,3/18/23 16:30,3/18/23 17:49,"['script7', 'script3', 'script10', 'script10', 'script10', 'script8']"
5445,11/1/23 16:02,01/15/24,52,12,14,11/6/23 11:11,11/6/23 12:57,"['script7', 'script5', 'script9', 'script2', 'script4', 'script8', 'script9', 'script3', 'script8', 'script2', 'script3', 'script2', 'script3', 'script10', 'script9', 'script7', 'script1', 'script8', 'script1', 'script9', 'script5', 'script6', 'script3', 'script6', 'script3', 'script10']"
5446,10/13/23 2:21,01/15/24,94,11,11,10/14/23 10:59,10/14/23 11:32,"['script4', 'script8', 'script8', 'script5', 'script8', 'script3', 'script4', 'script10']"
5447,10/4/23 12:52,01/15/24,39,12,10,10/5/23 13:54,10/5/23 15:17,"['script9', 'script3', 'script6', 'script5', 'script3', 'script1', 'script5', 'script8', 'script2', 'script2', 'script8']"
5448,2/26/23 15:05,06/15/23,56,10,13,3/1/23 15:44,3/1/23 17:13,"['script4', 'script3', 'script3', 'script6', 'script7', 'script9', 'script1', 'script10', 'script8', 'script4', 'script5', 'script9', 'script2', 'script9', 'script6', 'script8', 'script6', 'script7', 'script10', 'script9', 'script6', 'script4', 'script10', 'script9', 'script5', 'script7']"
5449,2/9/23 22:02,06/15/23,20,13,10,2/11/23 11:19,2/11/23 12:36,"['script2', 'script9', 'script3', 'script7', 'script10', 'script9', 'script4', 'script2', 'script5', 'script9', 'script2', 'script2']"
5450,1/29/23 18:23,06/15/23,96,11,12,2/3/23 10:55,2/3/23 12:24,"['script10', 'script4', 'script3', 'script9', 'script7', 'script3', 'script9', 'script3', 'script8', 'script5', 'script5', 'script9', 'script1', 'script5', 'script1', 'script9', 'script2', 'script1', 'script3', 'script4', 'script10', 'script10', 'script1', 'script5', 'script2', 'script8', 'script9', 'script9', 'script3', 'script5', 'script8', 'script8', 'script8', 'script5']"
5451,8/10/23 15:07,01/15/24,85,11,11,8/13/23 16:00,8/13/23 17:49,"['script10', 'script5', 'script6', 'script6', 'script10', 'script6', 'script7', 'script2', 'script6', 'script7', 'script4', 'script8', 'script6', 'script3', 'script1']"
5452,1/2/23 8:31,06/15/23,48,11,11,1/7/23 8:57,1/7/23 10:44,"['script10', 'script8', 'script8', 'script4', 'script5', 'script4', 'script10', 'script7', 'script3', 'script7', 'script2', 'script5', 'script10', 'script3', 'script6', 'script8', 'script5', 'script8', 'script7', 'script7', 'script4', 'script10', 'script5', 'script4', 'script8', 'script2', 'script4', 'script7', 'script8', 'script2']"
5453,3/21/23 0:55,06/15/23,75,13,14,3/23/23 12:17,3/23/23 14:07,"['script8', 'script5', 'script3', 'script1', 'script5', 'script6', 'script6', 'script2', 'script9', 'script6']"
5454,2/23/23 12:35,06/15/23,20,15,13,2/28/23 16:48,2/28/23 17:26,"['script7', 'script2', 'script7', 'script9', 'script4', 'script1', 'script8', 'script10', 'script5', 'script2', 'script9', 'script9', 'script4', 'script10', 'script5', 'script3', 'script7', 'script9', 'script3', 'script6', 'script7', 'script2', 'script8', 'script7', 'script5', 'script9', 'script8', 'script10', 'script1', 'script4']"
5455,3/24/23 23:27,06/15/23,55,10,11,3/31/23 12:22,3/31/23 13:06,"['script2', 'script6', 'script3', 'script5', 'script5', 'script5', 'script3', 'script7', 'script9', 'script5', 'script10', 'script2', 'script3', 'script6', 'script7', 'script1', 'script6', 'script5', 'script4', 'script8', 'script1', 'script9', 'script4', 'script3', 'script1', 'script4', 'script4', 'script7', 'script1', 'script10', 'script9', 'script8', 'script9', 'script8', 'script2', 'script7', 'script1', 'script2', 'script1', 'script3', 'script6']"
5456,2/14/23 2:06,06/15/23,102,12,15,2/15/23 10:47,2/15/23 11:55,"['script9', 'script7', 'script3', 'script6', 'script5', 'script6', 'script10', 'script9', 'script2', 'script10', 'script3']"
5457,1/1/23 9:47,06/15/23,11,10,14,1/2/23 10:03,1/2/23 11:40,"['script1', 'script5', 'script7', 'script5', 'script1', 'script10', 'script8', 'script10', 'script8']"
5458,4/9/23 12:28,06/15/23,19,15,13,4/11/23 11:25,4/11/23 12:20,"['script7', 'script8', 'script7', 'script4', 'script2', 'script7', 'script2', 'script7', 'script5', 'script6', 'script1', 'script7']"
5459,2/4/23 13:27,06/15/23,90,11,13,2/8/23 13:24,2/8/23 14:02,"['script3', 'script10', 'script3', 'script4', 'script4', 'script2', 'script4', 'script2', 'script3', 'script7', 'script1', 'script8', 'script3', 'script7', 'script5', 'script5', 'script8', 'script8', 'script6', 'script1', 'script5', 'script6', 'script3']"
5460,4/5/23 13:23,06/15/23,110,11,14,4/10/23 12:17,4/10/23 13:32,"['script6', 'script3', 'script2', 'script10', 'script6', 'script9', 'script4', 'script7', 'script3', 'script6', 'script1', 'script8', 'script2', 'script1', 'script4', 'script9', 'script5', 'script9', 'script10', 'script1', 'script9', 'script8', 'script10', 'script5', 'script7', 'script9', 'script9', 'script1']"
5461,9/12/23 19:30,01/15/24,23,13,10,9/19/23 8:49,9/19/23 10:38,"['script9', 'script1', 'script1', 'script6', 'script5', 'script8', 'script8', 'script8', 'script5', 'script2', 'script4', 'script3', 'script2', 'script4', 'script3', 'script6', 'script6', 'script9', 'script5', 'script2', 'script10', 'script1', 'script9', 'script7', 'script3', 'script8', 'script5', 'script5', 'script7']"
5462,8/9/23 10:07,01/15/24,35,13,12,8/16/23 13:04,8/16/23 14:46,"['script2', 'script8', 'script9', 'script6', 'script5', 'script6', 'script5', 'script5', 'script2', 'script2', 'script9', 'script8', 'script10', 'script7', 'script4', 'script3', 'script8', 'script3', 'script3', 'script5', 'script6', 'script10', 'script9', 'script7', 'script4', 'script10', 'script8', 'script4', 'script2', 'script8', 'script10', 'script9', 'script8', 'script8', 'script3', 'script10', 'script3', 'script5', 'script5', 'script7', 'script9', 'script3', 'script9', 'script10', 'script6']"
5463,1/8/23 13:23,06/15/23,31,11,14,1/10/23 11:51,1/10/23 12:50,"['script7', 'script2', 'script3', 'script7', 'script9', 'script4', 'script8', 'script1', 'script4']"
5464,5/6/23 23:27,06/15/23,97,14,13,5/11/23 12:23,5/11/23 13:32,"['script9', 'script9', 'script6', 'script7', 'script6', 'script1', 'script6', 'script8', 'script7', 'script9', 'script7', 'script10', 'script1', 'script4', 'script7', 'script3', 'script3', 'script8', 'script10']"
5465,6/22/23 8:32,06/15/23,13,12,11,6/28/23 11:24,6/28/23 12:39,"['script4', 'script1', 'script7', 'script6', 'script3', 'script5', 'script9', 'script8', 'script2', 'script10', 'script9', 'script9', 'script3', 'script3', 'script6', 'script3', 'script1', 'script4', 'script10', 'script3', 'script3', 'script9', 'script2', 'script9', 'script7', 'script5', 'script7', 'script2', 'script4', 'script9', 'script10', 'script10', 'script9', 'script1', 'script4', 'script7']"
5466,6/3/23 14:27,06/15/23,91,12,14,6/5/23 12:37,6/5/23 14:27,"['script8', 'script3', 'script4', 'script2', 'script1', 'script10', 'script1', 'script7', 'script3', 'script8', 'script10', 'script8', 'script4', 'script10', 'script4', 'script1', 'script8']"
5467,5/27/23 13:34,06/15/23,19,12,14,6/2/23 14:19,6/2/23 15:44,"['script2', 'script2', 'script4', 'script3', 'script3', 'script2', 'script8', 'script9', 'script7', 'script9', 'script5', 'script10', 'script7', 'script6', 'script3', 'script6', 'script6', 'script5', 'script8', 'script4', 'script10', 'script5', 'script4', 'script1', 'script4', 'script9', 'script6', 'script4', 'script10', 'script5', 'script3', 'script7', 'script5', 'script8', 'script1', 'script4', 'script7', 'script8', 'script2', 'script5', 'script4', 'script9']"
5468,5/29/23 20:16,06/15/23,62,15,15,6/4/23 15:20,6/4/23 17:00,"['script10', 'script6', 'script10', 'script7', 'script6', 'script1', 'script6', 'script5', 'script3', 'script7', 'script5', 'script8', 'script1', 'script8', 'script2', 'script5', 'script7', 'script9', 'script4', 'script5', 'script10', 'script2', 'script1', 'script5', 'script3', 'script4', 'script6', 'script6', 'script8']"
5469,5/5/23 15:25,06/15/23,19,15,10,5/7/23 10:32,5/7/23 11:34,"['script4', 'script10', 'script3', 'script7', 'script3', 'script10', 'script10', 'script1', 'script5']"
5470,4/10/23 17:21,06/15/23,52,12,12,4/12/23 10:24,4/12/23 12:03,"['script9', 'script1', 'script9', 'script3', 'script7', 'script5']"
5471,6/30/23 14:17,06/15/23,12,12,10,7/5/23 13:31,7/5/23 14:01,"['script8', 'script9', 'script4', 'script7', 'script9', 'script4', 'script6', 'script3', 'script10', 'script1', 'script4', 'script9', 'script4', 'script6', 'script10', 'script7', 'script10', 'script6', 'script3', 'script3', 'script10', 'script4', 'script10', 'script1', 'script4', 'script1', 'script5', 'script9', 'script6', 'script8']"
5472,6/21/23 12:56,06/15/23,34,15,14,6/25/23 10:37,6/25/23 11:37,"['script3', 'script2', 'script1', 'script5', 'script8', 'script10', 'script4', 'script1', 'script5', 'script10', 'script8', 'script3', 'script6', 'script5', 'script1', 'script6', 'script3', 'script1', 'script8']"
5473,3/31/23 12:30,06/15/23,97,11,10,4/1/23 10:31,4/1/23 12:26,"['script8', 'script10', 'script10', 'script5', 'script10']"
5474,9/7/23 18:29,01/15/24,82,13,15,9/14/23 11:10,9/14/23 12:12,"['script6', 'script1', 'script6', 'script4', 'script8', 'script9', 'script10', 'script3', 'script9', 'script7', 'script5', 'script10', 'script5', 'script5', 'script2', 'script5', 'script1', 'script3', 'script6', 'script10', 'script3', 'script5', 'script9', 'script7', 'script4', 'script2', 'script10', 'script2', 'script5', 'script6', 'script4', 'script1', 'script8', 'script8', 'script9', 'script9', 'script3', 'script10', 'script2', 'script5']"
5475,8/16/23 0:19,01/15/24,24,10,15,8/17/23 14:37,8/17/23 15:11,"['script6', 'script9', 'script4', 'script8', 'script5', 'script9', 'script4', 'script7', 'script9']"
5476,3/24/23 9:40,06/15/23,117,13,13,3/27/23 11:43,3/27/23 13:28,"['script2', 'script9', 'script1', 'script9', 'script2', 'script10', 'script8', 'script10', 'script3', 'script6', 'script7', 'script6', 'script9', 'script1', 'script4', 'script2', 'script9', 'script7', 'script3', 'script8', 'script4']"
5477,11/1/23 7:01,01/15/24,111,12,14,11/6/23 9:47,11/6/23 11:02,"['script5', 'script9', 'script1', 'script10', 'script10', 'script1', 'script7', 'script3', 'script9', 'script9', 'script7', 'script9', 'script10', 'script10', 'script8', 'script10', 'script9', 'script9', 'script5', 'script6', 'script10', 'script1', 'script5', 'script7', 'script1', 'script2', 'script1', 'script7', 'script4', 'script1', 'script1', 'script10', 'script10']"
5478,7/4/23 14:13,01/15/24,57,15,12,7/11/23 16:20,7/11/23 17:54,"['script4', 'script8', 'script2', 'script4', 'script7', 'script4', 'script5', 'script2', 'script10', 'script5', 'script1', 'script6', 'script9', 'script9', 'script7', 'script4', 'script7', 'script10', 'script4', 'script7', 'script1', 'script2', 'script9', 'script5', 'script10', 'script3', 'script7', 'script2', 'script2']"
5479,7/5/23 17:41,01/15/24,59,13,10,7/9/23 13:38,7/9/23 14:25,"['script10', 'script8', 'script10', 'script7', 'script9', 'script3', 'script2', 'script3', 'script9', 'script1', 'script1', 'script6', 'script1', 'script3', 'script9', 'script10', 'script8', 'script4', 'script6']"
5480,7/13/23 11:19,01/15/24,102,10,12,7/20/23 10:57,7/20/23 12:23,"['script1', 'script7', 'script8', 'script5', 'script7', 'script10', 'script2', 'script7', 'script4', 'script5', 'script1', 'script7', 'script10', 'script1', 'script7', 'script8', 'script7', 'script7', 'script1', 'script2', 'script3', 'script1', 'script2', 'script2', 'script5', 'script4', 'script10', 'script7', 'script5', 'script7', 'script9', 'script4', 'script9', 'script1', 'script4', 'script9', 'script9', 'script2']"
5481,11/6/23 23:51,01/15/24,60,13,13,11/12/23 12:18,11/12/23 13:06,"['script7', 'script8', 'script7', 'script5', 'script2', 'script7', 'script5', 'script4', 'script9', 'script7', 'script4', 'script7', 'script3', 'script5', 'script4', 'script9', 'script1', 'script8', 'script5', 'script5', 'script3', 'script5', 'script4', 'script4', 'script2', 'script7', 'script7', 'script6', 'script3', 'script10', 'script9', 'script5', 'script5']"
5482,5/31/23 16:48,06/15/23,97,11,12,6/5/23 10:53,6/5/23 12:33,"['script6', 'script3', 'script5', 'script8', 'script8', 'script3', 'script1', 'script1', 'script7', 'script1', 'script7', 'script6', 'script2', 'script7', 'script3', 'script9', 'script9', 'script6', 'script7', 'script3', 'script3', 'script4', 'script7', 'script8', 'script7', 'script6']"
5483,4/6/23 18:51,06/15/23,113,15,10,4/12/23 16:40,4/12/23 17:41,"['script4', 'script9', 'script1', 'script5', 'script9', 'script4', 'script4', 'script3', 'script9', 'script10', 'script7', 'script5', 'script10', 'script4', 'script8', 'script6', 'script2', 'script10', 'script9', 'script9', 'script6', 'script2', 'script6', 'script4', 'script3', 'script10', 'script4', 'script9', 'script3', 'script4', 'script5']"
5484,1/17/23 0:28,06/15/23,80,14,12,1/24/23 8:18,1/24/23 8:50,"['script7', 'script5', 'script1', 'script10', 'script8', 'script10', 'script4', 'script2', 'script5', 'script3', 'script10', 'script9', 'script3', 'script9', 'script6', 'script2', 'script7', 'script5', 'script10', 'script9', 'script5', 'script7', 'script3', 'script2', 'script4', 'script4', 'script5', 'script2', 'script5', 'script10', 'script6', 'script1', 'script10', 'script7', 'script10', 'script7', 'script4', 'script5']"
5485,2/17/23 18:15,06/15/23,15,12,10,2/24/23 8:14,2/24/23 9:35,"['script2', 'script5', 'script8', 'script7', 'script2', 'script1', 'script7', 'script5', 'script9', 'script1', 'script5', 'script8', 'script3', 'script5', 'script6', 'script5', 'script9', 'script6', 'script8', 'script4', 'script1', 'script6', 'script6', 'script3', 'script7', 'script7', 'script2', 'script4', 'script4', 'script1', 'script9', 'script10', 'script10', 'script9', 'script2']"
5486,5/25/23 23:52,06/15/23,16,12,10,5/30/23 11:12,5/30/23 12:44,"['script6', 'script6', 'script1', 'script4', 'script3', 'script6', 'script10', 'script6', 'script2', 'script9', 'script8', 'script9', 'script7', 'script9', 'script2', 'script10', 'script5', 'script7', 'script1', 'script3', 'script2']"
5487,5/1/23 22:52,06/15/23,89,14,14,5/5/23 11:47,5/5/23 13:39,"['script6', 'script9', 'script8', 'script4', 'script2', 'script3', 'script6', 'script9', 'script1', 'script1', 'script3', 'script9', 'script5', 'script3', 'script9', 'script3', 'script6', 'script8', 'script1']"
5488,9/9/23 1:14,01/15/24,18,15,10,9/11/23 11:25,9/11/23 11:58,"['script1', 'script5', 'script5', 'script2', 'script8', 'script2', 'script4', 'script4', 'script5', 'script4', 'script7', 'script1', 'script6']"
5489,11/5/23 1:23,01/15/24,31,12,15,11/11/23 16:56,11/11/23 18:00,"['script6', 'script5', 'script8', 'script1', 'script8', 'script1', 'script7', 'script3', 'script3', 'script5', 'script7', 'script3', 'script6', 'script2', 'script9', 'script7', 'script3', 'script6', 'script3', 'script9', 'script9', 'script4', 'script1', 'script6', 'script4', 'script4', 'script8', 'script10', 'script10', 'script10', 'script2', 'script6', 'script2']"
5490,8/8/23 12:57,01/15/24,67,11,10,8/13/23 15:32,8/13/23 16:46,"['script5', 'script6', 'script8', 'script3', 'script7', 'script9', 'script7', 'script9', 'script5', 'script2', 'script1', 'script7', 'script8', 'script3', 'script9', 'script4', 'script6', 'script7', 'script8', 'script7', 'script9', 'script2', 'script6']"
5491,3/6/23 9:07,06/15/23,96,11,12,3/7/23 8:11,3/7/23 9:51,"['script9', 'script9', 'script10', 'script1', 'script4', 'script3', 'script2', 'script3', 'script8', 'script6', 'script3', 'script1', 'script5']"
5492,9/22/23 0:03,01/15/24,98,10,13,9/28/23 12:58,9/28/23 14:53,"['script9', 'script10', 'script8', 'script2', 'script4', 'script9', 'script8', 'script1', 'script1', 'script10', 'script1', 'script6', 'script4', 'script5', 'script10', 'script3', 'script4', 'script8', 'script2', 'script1', 'script3', 'script3', 'script3', 'script6', 'script8', 'script3', 'script2', 'script3', 'script5', 'script3', 'script2', 'script7', 'script4', 'script1', 'script4']"
5493,6/30/23 4:40,06/15/23,81,11,12,7/4/23 14:48,7/4/23 16:33,"['script6', 'script5', 'script2', 'script8', 'script5', 'script1', 'script9', 'script4', 'script2', 'script8', 'script9', 'script1', 'script1', 'script4', 'script1', 'script1', 'script7', 'script4', 'script5', 'script8', 'script2', 'script6', 'script10', 'script4', 'script4', 'script2']"
5494,11/7/23 12:44,01/15/24,73,14,10,11/12/23 9:38,11/12/23 11:01,"['script2', 'script5', 'script3', 'script2', 'script2', 'script1', 'script10', 'script2', 'script2', 'script10', 'script10', 'script10', 'script5', 'script10', 'script8', 'script5', 'script6', 'script6', 'script1', 'script4', 'script8', 'script2', 'script8']"
5495,2/2/23 5:02,06/15/23,37,13,12,2/4/23 8:55,2/4/23 10:26,"['script1', 'script1', 'script6', 'script9', 'script2', 'script7', 'script10', 'script10', 'script1', 'script3', 'script1', 'script8', 'script8', 'script2', 'script10']"
5496,4/24/23 6:54,06/15/23,104,15,11,4/30/23 10:49,4/30/23 12:24,"['script1', 'script1', 'script5', 'script2', 'script1', 'script2', 'script1', 'script3', 'script3', 'script10', 'script9', 'script1', 'script7', 'script4', 'script4', 'script7', 'script7', 'script10', 'script1', 'script5', 'script6', 'script3', 'script7', 'script10', 'script1', 'script4', 'script7', 'script4', 'script4', 'script5', 'script6', 'script5', 'script7', 'script2', 'script4']"
5497,10/27/23 10:46,01/15/24,80,11,15,10/29/23 14:34,10/29/23 16:32,"['script2', 'script3', 'script1', 'script3', 'script7', 'script3', 'script4', 'script9', 'script8', 'script4', 'script2', 'script5', 'script4', 'script1']"
5498,5/4/23 8:03,06/15/23,35,14,11,5/10/23 10:12,5/10/23 11:45,"['script4', 'script10', 'script3', 'script2', 'script3', 'script9', 'script4', 'script6', 'script7', 'script5', 'script4', 'script10', 'script7', 'script9', 'script2', 'script6', 'script5', 'script7', 'script2', 'script2', 'script5', 'script4', 'script9', 'script10', 'script3', 'script4', 'script1', 'script6', 'script10', 'script3', 'script8', 'script1', 'script7', 'script3', 'script6', 'script9']"
